x_ifp_mocap,y_ifp_mocap,x_ifp_exo,y_ifp_exo,x_ifd_mocap,y_ifd_mocap,x_ifd_exo,y_ifd_exo
0.03382872777202875,0.03544879655680812,0.02909058507718236,0.03599502277170494,0.022848158707191646,0.05901629754890192,0.034075482775105734,0.061512679304804474
0.03409898728469654,0.035188905441319196,0.02938056285934819,0.03580490640392968,0.024064824979162746,0.059174642595432356,0.034585005622778234,0.061278692450023806
0.03436689459115687,0.03492730387763008,0.029672911677772612,0.03561024434848124,0.025264915404669942,0.059282056491622256,0.03509580444066608,0.06103842230291119
0.03463244203752052,0.03466401532595123,0.02996748224388969,0.035411021439355886,0.026445666249861232,0.05934146864274621,0.035607897826255355,0.06079183529664199
0.034895622200534694,0.03439906323197697,0.030264123509458757,0.03520722586522969,0.027604596783054564,0.059355844842626584,0.03612127715870714,0.06053890072357841
0.03515642788650939,0.034132471024827145,0.030562682906045593,0.0349988492164426,0.028739495675947326,0.05932816472444675,0.03663590980651017,0.06027959119557512
0.035414852130229144,0.03386426211500857,0.030863006585446162,0.0347858865233137,0.029848406529239632,0.059261401390352644,0.03715174191605175,0.06001388303396815
0.035670888193849955,0.03359445989239678,0.031164939660182425,0.03456833628573537,0.030929612751097853,0.059158503140207874,0.037668700855444937,0.05974175659992784
0.03592454747048719,0.0333230684217512,0.03146832644322621,0.034346200494035584,0.03196523418488148,0.05901983550063539,0.03818669737254361,0.059463196573505406
0.0361758061860001,0.03305012930069952,0.03177301068613329,0.034119484641143394,0.032974890770696284,0.05885234123115367,0.03870562751414182,0.05917819218794264
0.036424648421709796,0.032775676764253615,0.03207883581480546,0.03388819772613298,0.033959830604959176,0.05865857986901041,0.03922537434405453,0.05888673742448253
0.036671066153455785,0.032499737032303355,0.032385645162133325,0.033652352249261455,0.03492120589206342,0.058440785373987614,0.03974580949046952,0.05858883117191384
0.03691505166361268,0.03222233636272836,0.03269328219681271,0.0334119641986545,0.035860061965844015,0.05820092363643518,0.040266794547195894,0.05828447735431677
0.037156598045451524,0.031943500460794035,0.03300159074767095,0.03316705302882787,0.03677735321424736,0.057940734416697975,0.04078818234885587,0.057973685029894764
0.037395695930023794,0.03166325829584192,0.03331041522288268,0.03291764163126702,0.03767395433305117,0.05766176925822483,0.04130981813641435,0.05765646846333368
